Chr	Start	End	Region	GenomeVersion
chr1	169356245	169357458	segmentaldup	GRCh37
chr1	169386619	169391553	segmentaldup	GRCh37
chr1	171238596	171240824	segmentaldup	GRCh37
chr1	171308998	171310297	segmentaldup	GRCh37
chr1	171560825	171561852	segmentaldup	GRCh37
chr1	171652201	171653632	segmentaldup	GRCh37
chr1	172410795	172411954	segmentaldup	GRCh37
chr1	173108865	173111511	segmentaldup	GRCh37
chr1	173204098	173205122	segmentaldup	GRCh37
chr1	174811104	174812357	segmentaldup	GRCh37
chr1	175013472	175014984	segmentaldup	GRCh37
chr1	176583808	176585521	segmentaldup	GRCh37
chr1	176647566	176649440	segmentaldup	GRCh37
chr1	177975276	177977286	segmentaldup	GRCh37
chr1	178715480	178716892	segmentaldup	GRCh37
chr1	179424453	179426532	segmentaldup	GRCh37
chr1	179558231	179560157	segmentaldup	GRCh37
chr1	180230792	180231827	segmentaldup	GRCh37
chr1	180403904	180405957	segmentaldup	GRCh37
chr1	180933055	180935602	segmentaldup	GRCh37
chr1	180936856	180939214	segmentaldup	GRCh37
chr1	181017774	181020275	segmentaldup	GRCh37
chr1	181029363	181032102	segmentaldup	GRCh37
chr1	182834615	182848331	segmentaldup	GRCh37
chr1	182910434	182911659	segmentaldup	GRCh37
chr1	182928151	182929546	segmentaldup	GRCh37
chr1	184932156	184934037	segmentaldup	GRCh37
chr1	185067203	185070189	segmentaldup	GRCh37
chr1	185195864	185196887	segmentaldup	GRCh37
chr1	187532204	187533316	segmentaldup	GRCh37
chr1	187601310	187604163	segmentaldup	GRCh37
chr1	189715221	189716744	segmentaldup	GRCh37
chr1	191114449	191116151	segmentaldup	GRCh37
chr1	192215359	192216615	segmentaldup	GRCh37
chr1	192218084	192219561	segmentaldup	GRCh37
chr1	192854289	192856320	segmentaldup	GRCh37
chr1	192962552	192963677	segmentaldup	GRCh37
chr1	194158032	194159699	segmentaldup	GRCh37
chr1	194328300	194330048	segmentaldup	GRCh37
chr1	196658536	196660932	segmentaldup	GRCh37
chr1	196680564	196684509	segmentaldup	GRCh37
chr1	196711704	196740354	segmentaldup	GRCh37
chr1	196743395	196748223	segmentaldup	GRCh37
chr1	196748278	196749924	segmentaldup	GRCh37
chr1	196756101	196825045	segmentaldup	GRCh37
chr1	196847405	196848889	segmentaldup	GRCh37
chr1	196851898	196855434	segmentaldup	GRCh37
chr1	196880626	196920352	segmentaldup	GRCh37
chr1	197104775	197108060	segmentaldup	GRCh37
chr1	197714795	197716039	segmentaldup	GRCh37
chr1	200182771	200183900	segmentaldup	GRCh37
chr1	200880837	200884864	segmentaldup	GRCh37
chr1	201552805	201555338	segmentaldup	GRCh37
chr1	202152250	202168390	segmentaldup	GRCh37
chr1	202337607	202401236	segmentaldup	GRCh37
chr1	202414822	202530423	segmentaldup	GRCh37
chr1	202574193	202615186	segmentaldup	GRCh37
chr1	202860247	202862554	segmentaldup	GRCh37
chr1	202880875	202882205	segmentaldup	GRCh37
chr1	202909957	202911349	segmentaldup	GRCh37
chr1	203818836	203823247	segmentaldup	GRCh37
chr1	203923772	203927157	segmentaldup	GRCh37
chr1	204714883	204718033	segmentaldup	GRCh37
chr1	205815497	205817274	segmentaldup	GRCh37
chr1	205822737	205824510	segmentaldup	GRCh37
chr1	206072707	206189710	segmentaldup	GRCh37
chr1	206482221	206583337	segmentaldup	GRCh37
chr1	207080941	207082076	segmentaldup	GRCh37
chr1	207217195	207218564	segmentaldup	GRCh37
chr1	207321760	207323627	segmentaldup	GRCh37
chr1	207677973	207753973	segmentaldup	GRCh37
chr1	207784955	207791150	segmentaldup	GRCh37
chr1	207794621	207801471	segmentaldup	GRCh37
chr1	207825408	207832870	segmentaldup	GRCh37
chr1	207849458	207891750	segmentaldup	GRCh37
chr1	207895990	207903653	segmentaldup	GRCh37
chr1	207929875	207936985	segmentaldup	GRCh37
chr1	209345735	209348021	segmentaldup	GRCh37
chr1	209405113	209407931	segmentaldup	GRCh37
chr1	209958598	209960288	segmentaldup	GRCh37
chr1	210334073	210336312	segmentaldup	GRCh37
chr1	210438742	210440636	segmentaldup	GRCh37
chr1	211030930	211034637	segmentaldup	GRCh37
chr1	211380411	211381619	segmentaldup	GRCh37
chr1	211833458	211834641	segmentaldup	GRCh37
chr1	214655582	214656826	segmentaldup	GRCh37
chr1	214778786	214782545	segmentaldup	GRCh37
chr1	215581562	215590596	segmentaldup	GRCh37
chr1	215620759	215624456	segmentaldup	GRCh37
chr1	219620452	219621499	segmentaldup	GRCh37
chr1	219762000	219786790	segmentaldup	GRCh37
chr1	219968186	219970088	segmentaldup	GRCh37
chr1	220426865	220428557	segmentaldup	GRCh37
chr1	220489950	220490962	segmentaldup	GRCh37
chr1	220642114	220644973	segmentaldup	GRCh37
chr1	221234400	221235421	segmentaldup	GRCh37
chr1	221647372	221649433	segmentaldup	GRCh37
chr1	222641448	222694142	segmentaldup	GRCh37
chr1	222841354	222843594	segmentaldup	GRCh37
chr1	223725644	223747846	segmentaldup	GRCh37
chr1	224044128	224045149	segmentaldup	GRCh37
chr1	224050846	224052562	segmentaldup	GRCh37
chr1	224076536	224228809	segmentaldup	GRCh37
chr1	224762101	224763465	segmentaldup	GRCh37
chr1	225682717	225685515	segmentaldup	GRCh37
chr1	225976941	225978168	segmentaldup	GRCh37
chr1	225989888	225991154	segmentaldup	GRCh37
chr1	226074409	226077017	segmentaldup	GRCh37
chr1	226125123	226129095	segmentaldup	GRCh37
chr1	227451026	227452820	segmentaldup	GRCh37
chr1	227673690	227686910	segmentaldup	GRCh37
chr1	227686911	227700791	segmentaldup	GRCh37
chr1	227701089	227709574	segmentaldup	GRCh37
chr1	227709624	227719914	segmentaldup	GRCh37
chr1	227722971	227728086	segmentaldup	GRCh37
chr1	227785151	227787102	segmentaldup	GRCh37
chr1	227812214	227821259	segmentaldup	GRCh37
chr1	228150859	228173643	segmentaldup	GRCh37
chr1	228744087	228763305	segmentaldup	GRCh37
chr1	228764208	228783415	segmentaldup	GRCh37
chr1	229652334	229654160	segmentaldup	GRCh37
chr1	229706175	229707387	segmentaldup	GRCh37
chr1	229734940	229738667	segmentaldup	GRCh37
chr1	229840540	229841654	segmentaldup	GRCh37
chr1	231157777	231159951	segmentaldup	GRCh37
chr1	231420426	231423184	segmentaldup	GRCh37
chr1	231447389	231448502	segmentaldup	GRCh37
chr1	231500765	231502224	segmentaldup	GRCh37
chr1	233970837	233972008	segmentaldup	GRCh37
chr1	234919133	234956347	segmentaldup	GRCh37
chr1	235272659	235275427	segmentaldup	GRCh37
chr1	235701273	235703654	segmentaldup	GRCh37
chr1	235704136	235705686	segmentaldup	GRCh37
chr1	235901308	235902916	segmentaldup	GRCh37
chr1	236982857	236983904	segmentaldup	GRCh37
chr1	238654605	238655993	segmentaldup	GRCh37
chr1	240333456	240334837	segmentaldup	GRCh37
chr1	240370324	240372032	segmentaldup	GRCh37
chr1	240919129	240925607	segmentaldup	GRCh37
chr1	240931801	240934835	segmentaldup	GRCh37
chr1	241082928	241084641	segmentaldup	GRCh37
chr1	242229861	242236133	segmentaldup	GRCh37
chr1	242411381	242528828	segmentaldup	GRCh37
chr1	242538745	242540769	segmentaldup	GRCh37
chr1	242935871	242938625	segmentaldup	GRCh37
chr1	242954468	242959604	segmentaldup	GRCh37
chr1	242964637	242985145	segmentaldup	GRCh37
chr1	243042428	243120281	segmentaldup	GRCh37
chr1	243120304	243265155	segmentaldup	GRCh37
chr1	243265199	243375479	segmentaldup	GRCh37
chr1	244111333	244112473	segmentaldup	GRCh37
chr1	245292435	245295108	segmentaldup	GRCh37
chr1	246137835	246138884	segmentaldup	GRCh37
chr1	246138891	246139964	segmentaldup	GRCh37
chr1	246683339	246685391	segmentaldup	GRCh37
chr1	246724197	246726894	segmentaldup	GRCh37
chr1	246768710	246770760	segmentaldup	GRCh37
chr1	246798017	246799885	segmentaldup	GRCh37
chr1	246981308	246982656	segmentaldup	GRCh37
chr1	247002384	247004300	segmentaldup	GRCh37
chr1	247012927	247014744	segmentaldup	GRCh37
chr1	247178491	247180502	segmentaldup	GRCh37
chr1	247279414	247282260	segmentaldup	GRCh37
chr1	247350584	247351957	segmentaldup	GRCh37
chr1	247393164	247395405	segmentaldup	GRCh37
chr1	247660687	247673153	segmentaldup	GRCh37
chr1	248237326	248247966	segmentaldup	GRCh37
chr1	248248021	248255606	segmentaldup	GRCh37
chr1	248300119	248306388	segmentaldup	GRCh37
chr1	248431244	248432472	segmentaldup	GRCh37
chr1	248434445	248437184	segmentaldup	GRCh37
chr1	248438433	248445917	segmentaldup	GRCh37
chr1	248448145	248449713	segmentaldup	GRCh37
chr1	248449838	248458948	segmentaldup	GRCh37
chr1	248463615	248469805	segmentaldup	GRCh37
chr1	248584239	248682567	segmentaldup	GRCh37
chr1	248692096	248751707	segmentaldup	GRCh37
chr1	248795555	248834181	segmentaldup	GRCh37
chr1	249214359	249240008	segmentaldup	GRCh37
chr10	60000	130311	segmentaldup	GRCh37
chr10	130353	134477	segmentaldup	GRCh37
chr10	446411	448171	segmentaldup	GRCh37
chr10	448333	450112	segmentaldup	GRCh37
chr10	493076	494122	segmentaldup	GRCh37
chr10	494124	495173	segmentaldup	GRCh37
chr10	1085962	1087446	segmentaldup	GRCh37
chr10	1582649	1585161	segmentaldup	GRCh37
chr10	1741963	1744108	segmentaldup	GRCh37
chr10	2563455	2564630	segmentaldup	GRCh37
chr10	2564661	2565803	segmentaldup	GRCh37
chr10	3498729	3499828	segmentaldup	GRCh37
chr10	3500015	3501114	segmentaldup	GRCh37
chr10	4968124	5025248	segmentaldup	GRCh37
chr10	5026553	5074055	segmentaldup	GRCh37
chr10	5286328	5296675	segmentaldup	GRCh37
chr10	5300257	5301645	segmentaldup	GRCh37
chr10	5333916	5337993	segmentaldup	GRCh37
chr10	5498697	5500021	segmentaldup	GRCh37
chr10	5817782	5820727	segmentaldup	GRCh37
chr10	8203214	8204487	segmentaldup	GRCh37
chr10	8555461	8557172	segmentaldup	GRCh37
chr10	13099602	13100725	segmentaldup	GRCh37
chr10	13198504	13199649	segmentaldup	GRCh37
chr10	13359438	13361359	segmentaldup	GRCh37
chr10	13437621	13440612	segmentaldup	GRCh37
chr10	13444365	13446859	segmentaldup	GRCh37
chr10	13457609	13477205	segmentaldup	GRCh37
chr10	14398469	14399604	segmentaldup	GRCh37
chr10	14400122	14402927	segmentaldup	GRCh37
chr10	14765089	14766131	segmentaldup	GRCh37
chr10	14944740	14947042	segmentaldup	GRCh37
chr10	14974843	14986567	segmentaldup	GRCh37
chr10	15015923	15027133	segmentaldup	GRCh37
chr10	15028872	15057355	segmentaldup	GRCh37
chr10	15057359	15068904	segmentaldup	GRCh37
chr10	16787733	16817683	segmentaldup	GRCh37
chr10	16840463	16858091	segmentaldup	GRCh37
chr10	16859242	16885664	segmentaldup	GRCh37
chr10	16947109	16970507	segmentaldup	GRCh37
chr10	17554193	17555439	segmentaldup	GRCh37
chr10	17619275	17620853	segmentaldup	GRCh37
chr10	17777711	17974675	segmentaldup	GRCh37
chr10	18024675	18221580	segmentaldup	GRCh37
chr10	18911644	18915604	segmentaldup	GRCh37
chr10	18915709	18927089	segmentaldup	GRCh37
chr10	18927244	18929398	segmentaldup	GRCh37
chr10	19340377	19342736	segmentaldup	GRCh37
chr10	19778019	19779141	segmentaldup	GRCh37
chr10	20036464	20037575	segmentaldup	GRCh37
chr10	21317910	21319722	segmentaldup	GRCh37
chr10	21682945	21683969	segmentaldup	GRCh37
chr10	21741225	21742568	segmentaldup	GRCh37
chr10	21848379	21896192	segmentaldup	GRCh37
chr10	21912867	21914229	segmentaldup	GRCh37
chr10	23425785	23428714	segmentaldup	GRCh37
chr10	24872542	24875037	segmentaldup	GRCh37
chr10	24908401	24910299	segmentaldup	GRCh37
chr10	26418030	26420380	segmentaldup	GRCh37
chr10	26861059	26885422	segmentaldup	GRCh37
chr10	26887220	26913672	segmentaldup	GRCh37
chr10	26914716	26951260	segmentaldup	GRCh37
chr10	26959274	26964313	segmentaldup	GRCh37
chr10	26965125	26986524	segmentaldup	GRCh37
chr10	27168481	27179265	segmentaldup	GRCh37
chr10	27179301	27188045	segmentaldup	GRCh37
chr10	27188464	27200000	segmentaldup	GRCh37
chr10	27201074	27202302	segmentaldup	GRCh37
chr10	27202875	27206254	segmentaldup	GRCh37
chr10	27206305	27211598	segmentaldup	GRCh37
chr10	27211769	27234873	segmentaldup	GRCh37
chr10	27239503	27241506	segmentaldup	GRCh37
chr10	27241582	27248037	segmentaldup	GRCh37
chr10	27303722	27305732	segmentaldup	GRCh37
chr10	27384746	27385822	segmentaldup	GRCh37
chr10	27395127	27396379	segmentaldup	GRCh37
chr10	27419335	27425152	segmentaldup	GRCh37
chr10	27450479	27453865	segmentaldup	GRCh37
chr10	27531266	27534774	segmentaldup	GRCh37
chr10	27535425	27537226	segmentaldup	GRCh37
chr10	27537788	27541072	segmentaldup	GRCh37
chr10	27544783	27588177	segmentaldup	GRCh37
chr10	27594661	27600540	segmentaldup	GRCh37
chr10	27601494	27605765	segmentaldup	GRCh37
chr10	27605772	27618008	segmentaldup	GRCh37
chr10	27618434	27635809	segmentaldup	GRCh37
chr10	27635819	27638860	segmentaldup	GRCh37
chr10	27639251	27645894	segmentaldup	GRCh37
chr10	27649751	27652065	segmentaldup	GRCh37
chr10	27652066	27653999	segmentaldup	GRCh37
chr10	27701537	27702632	segmentaldup	GRCh37
chr10	27703341	27704387	segmentaldup	GRCh37
chr10	28192658	28194208	segmentaldup	GRCh37
chr10	28242270	28289317	segmentaldup	GRCh37
chr10	28419993	28433854	segmentaldup	GRCh37
chr10	28725053	28726084	segmentaldup	GRCh37
chr10	28809620	28812683	segmentaldup	GRCh37
chr10	29571648	29582216	segmentaldup	GRCh37
chr10	29593781	29600000	segmentaldup	GRCh37
chr10	29666714	29677280	segmentaldup	GRCh37
chr10	29767904	29808486	segmentaldup	GRCh37
chr10	29850705	29864094	segmentaldup	GRCh37
chr10	29864104	29865499	segmentaldup	GRCh37
chr10	29866980	29880419	segmentaldup	GRCh37
chr10	29984844	29987582	segmentaldup	GRCh37
chr10	30450045	30451559	segmentaldup	GRCh37
chr10	30638888	30645016	segmentaldup	GRCh37
chr10	30650018	30653291	segmentaldup	GRCh37
chr10	30655622	30657092	segmentaldup	GRCh37
chr10	30662971	30675510	segmentaldup	GRCh37
chr10	30676627	30690591	segmentaldup	GRCh37
chr10	30806192	30807830	segmentaldup	GRCh37
chr10	30877817	30889115	segmentaldup	GRCh37
chr10	30900871	30906282	segmentaldup	GRCh37
chr10	30914475	30925985	segmentaldup	GRCh37
chr10	30927661	30940354	segmentaldup	GRCh37
chr10	30940400	30953686	segmentaldup	GRCh37
chr10	30954937	30995196	segmentaldup	GRCh37
chr10	31649867	31654402	segmentaldup	GRCh37
chr10	31916223	31917527	segmentaldup	GRCh37
chr10	32360591	32362072	segmentaldup	GRCh37
chr10	32398808	32399896	segmentaldup	GRCh37
chr10	32833824	32835387	segmentaldup	GRCh37
chr10	33189324	33190372	segmentaldup	GRCh37
chr10	36134565	36168808	segmentaldup	GRCh37
chr10	36216349	36230177	segmentaldup	GRCh37
chr10	36236074	36253797	segmentaldup	GRCh37
chr10	36261632	36291060	segmentaldup	GRCh37
chr10	36665042	36705750	segmentaldup	GRCh37
chr10	36716925	36720223	segmentaldup	GRCh37
chr10	36727586	36728629	segmentaldup	GRCh37
chr10	36810676	36811942	segmentaldup	GRCh37
chr10	37013651	37015226	segmentaldup	GRCh37
chr10	37015994	37026785	segmentaldup	GRCh37
chr10	37096835	37098097	segmentaldup	GRCh37
chr10	37103010	37107008	segmentaldup	GRCh37
chr10	37129188	37139351	segmentaldup	GRCh37
chr10	37154527	37156449	segmentaldup	GRCh37
chr10	37167264	37177621	segmentaldup	GRCh37
chr10	37189797	37231507	segmentaldup	GRCh37
chr10	37231537	37233194	segmentaldup	GRCh37
chr10	37233586	37364858	segmentaldup	GRCh37
chr10	37365983	37394077	segmentaldup	GRCh37
chr10	37394415	37402763	segmentaldup	GRCh37
chr10	37403221	37491165	segmentaldup	GRCh37
chr10	37501638	37510777	segmentaldup	GRCh37
chr10	37627521	37628788	segmentaldup	GRCh37
chr10	37662922	37671564	segmentaldup	GRCh37
chr10	37678222	37696069	segmentaldup	GRCh37
chr10	37705538	37735419	segmentaldup	GRCh37
chr10	37735432	37738191	segmentaldup	GRCh37
chr10	37742593	37743731	segmentaldup	GRCh37
chr10	37784279	37804695	segmentaldup	GRCh37
chr10	37804937	37809419	segmentaldup	GRCh37
chr10	37855903	37889694	segmentaldup	GRCh37
chr10	37890565	37891906	segmentaldup	GRCh37
chr10	37897722	37900665	segmentaldup	GRCh37
chr10	37904690	37923219	segmentaldup	GRCh37
chr10	37923690	37940943	segmentaldup	GRCh37
chr10	37941063	37944236	segmentaldup	GRCh37
chr10	37971870	38000000	segmentaldup	GRCh37
chr10	38106306	38109914	segmentaldup	GRCh37
chr10	38291975	38395069	segmentaldup	GRCh37
chr10	38400006	38416497	segmentaldup	GRCh37
chr10	38431580	38637504	segmentaldup	GRCh37
chr10	38637505	38675970	segmentaldup	GRCh37
chr10	38675974	38772341	segmentaldup	GRCh37
chr10	38886921	38890539	segmentaldup	GRCh37
chr10	38891096	39076552	segmentaldup	GRCh37
chr10	42596891	42662986	segmentaldup	GRCh37
chr10	42663859	42738358	segmentaldup	GRCh37
chr10	42739712	42790573	segmentaldup	GRCh37
chr10	42818367	42856774	segmentaldup	GRCh37
chr10	42891753	43001520	segmentaldup	GRCh37
chr10	43006188	43029601	segmentaldup	GRCh37
chr10	43037558	43141400	segmentaldup	GRCh37
chr10	43188736	43236641	segmentaldup	GRCh37
chr10	43238055	43241079	segmentaldup	GRCh37
chr10	43241279	43256997	segmentaldup	GRCh37
chr10	43276305	43291999	segmentaldup	GRCh37
chr10	43303753	43356316	segmentaldup	GRCh37
chr10	43357574	43368649	segmentaldup	GRCh37
chr10	43375896	43393585	segmentaldup	GRCh37
chr10	43394777	43399246	segmentaldup	GRCh37
chr10	43403739	43405953	segmentaldup	GRCh37
chr10	43431991	43456122	segmentaldup	GRCh37
chr10	43678699	43680744	segmentaldup	GRCh37
chr10	43881307	43882545	segmentaldup	GRCh37
chr10	44021212	44022605	segmentaldup	GRCh37
chr10	44099227	44101712	segmentaldup	GRCh37
chr10	44282572	44285890	segmentaldup	GRCh37
chr10	44320326	44322140	segmentaldup	GRCh37
chr10	44787815	44789780	segmentaldup	GRCh37
chr10	44978155	44983971	segmentaldup	GRCh37
chr10	45550283	45552675	segmentaldup	GRCh37
chr10	45568216	45595205	segmentaldup	GRCh37
chr10	45595225	45644459	segmentaldup	GRCh37
chr10	45651782	45670643	segmentaldup	GRCh37
chr10	45671709	45675201	segmentaldup	GRCh37
chr10	45680038	45694634	segmentaldup	GRCh37
chr10	45696064	45700445	segmentaldup	GRCh37
chr10	45703330	45719654	segmentaldup	GRCh37
chr10	45719695	45745899	segmentaldup	GRCh37
chr10	46167282	46170620	segmentaldup	GRCh37
chr10	46171743	46200828	segmentaldup	GRCh37
chr10	46200831	46426964	segmentaldup	GRCh37
chr10	46476964	46964579	segmentaldup	GRCh37
chr10	47132808	47133898	segmentaldup	GRCh37
chr10	47149455	47429169	segmentaldup	GRCh37
chr10	47529169	47576084	segmentaldup	GRCh37
chr10	47576087	47587236	segmentaldup	GRCh37
chr10	47590100	47594293	segmentaldup	GRCh37
chr10	47602559	47608733	segmentaldup	GRCh37
chr10	47610966	47654513	segmentaldup	GRCh37
chr10	47657284	47687942	segmentaldup	GRCh37
chr10	47697600	47703922	segmentaldup	GRCh37
chr10	47703925	47792476	segmentaldup	GRCh37
chr10	47892476	48055707	segmentaldup	GRCh37
chr10	48105707	48300804	segmentaldup	GRCh37
chr10	48328947	48330131	segmentaldup	GRCh37
chr10	48664304	49095536	segmentaldup	GRCh37
chr10	49195536	49196944	segmentaldup	GRCh37
chr10	49196945	49389702	segmentaldup	GRCh37
chr10	50608915	50611276	segmentaldup	GRCh37
chr10	50723198	50725603	segmentaldup	GRCh37
chr10	50979111	50982479	segmentaldup	GRCh37
chr10	50986881	50989265	segmentaldup	GRCh37
chr10	51053584	51137410	segmentaldup	GRCh37
chr10	51187410	51398845	segmentaldup	GRCh37
chr10	51448845	51487540	segmentaldup	GRCh37
chr10	51489023	51505365	segmentaldup	GRCh37
chr10	51584613	51590734	segmentaldup	GRCh37
chr10	51595892	51781487	segmentaldup	GRCh37
chr10	51781749	52000996	segmentaldup	GRCh37
chr10	52388264	52389830	segmentaldup	GRCh37
chr10	52415118	52544109	segmentaldup	GRCh37
chr10	53305544	53306702	segmentaldup	GRCh37
chr10	54170773	54174415	segmentaldup	GRCh37
chr10	54544537	54545643	segmentaldup	GRCh37
chr10	55748477	55749873	segmentaldup	GRCh37
chr10	56028403	56034153	segmentaldup	GRCh37
chr10	56142210	56171184	segmentaldup	GRCh37
chr10	56177753	56208741	segmentaldup	GRCh37
chr10	56359437	56360941	segmentaldup	GRCh37
chr10	56502753	56505058	segmentaldup	GRCh37
chr10	56520895	56526405	segmentaldup	GRCh37
chr10	56526442	56528651	segmentaldup	GRCh37
chr10	56915415	56925242	segmentaldup	GRCh37
chr10	57346176	57358012	segmentaldup	GRCh37
chr10	57369742	57404948	segmentaldup	GRCh37
chr10	57500312	57544702	segmentaldup	GRCh37
chr10	57546171	57548518	segmentaldup	GRCh37
chr10	57549589	57574254	segmentaldup	GRCh37
chr10	57678754	57679920	segmentaldup	GRCh37
chr10	58185253	58212437	segmentaldup	GRCh37
chr10	59951277	59956460	segmentaldup	GRCh37
chr10	60154688	60155902	segmentaldup	GRCh37
chr10	60164158	60166792	segmentaldup	GRCh37
chr10	60475219	60477292	segmentaldup	GRCh37
chr10	60896000	60897189	segmentaldup	GRCh37
chr10	61548520	61550191	segmentaldup	GRCh37
chr10	62444058	62445165	segmentaldup	GRCh37
chr10	64913268	64914786	segmentaldup	GRCh37
chr10	65928503	65929689	segmentaldup	GRCh37
chr10	66585273	66586642	segmentaldup	GRCh37
chr10	66812703	66815004	segmentaldup	GRCh37
chr10	66872600	66874470	segmentaldup	GRCh37
chr10	67619248	67620281	segmentaldup	GRCh37
chr10	69861217	69862377	segmentaldup	GRCh37
chr10	70038755	70040032	segmentaldup	GRCh37
chr10	70344825	70350901	segmentaldup	GRCh37
chr10	70372190	70374681	segmentaldup	GRCh37
chr10	71909964	71912332	segmentaldup	GRCh37
chr10	72181470	72183691	segmentaldup	GRCh37
chr10	72582567	72584722	segmentaldup	GRCh37
chr10	74677066	74678390	segmentaldup	GRCh37
chr10	74766472	74767542	segmentaldup	GRCh37
chr10	74960119	74961618	segmentaldup	GRCh37
chr10	75001824	75003688	segmentaldup	GRCh37
chr10	75419335	75497421	segmentaldup	GRCh37
chr10	75497424	75500852	segmentaldup	GRCh37
chr10	79490529	79497934	segmentaldup	GRCh37
chr10	79539356	79541671	segmentaldup	GRCh37
chr10	79543554	79545098	segmentaldup	GRCh37
